claim_id,is_fraud,sequence_length,total_duration,event_sequence
N_798,0,11,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_799,0,9,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_800,0,9,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_801,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_802,0,11,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_803,0,9,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_804,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_805,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_806,0,9,18,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_807,0,9,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_808,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_809,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_810,0,11,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_811,0,10,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_812,0,10,43,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_813,0,11,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_814,0,10,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_815,0,11,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_816,0,10,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_817,0,9,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_818,0,10,43,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_819,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_820,0,10,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_821,0,10,39,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_822,0,9,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_823,0,11,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_824,0,11,52,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_825,0,10,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_826,0,11,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_827,0,11,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_828,0,10,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_829,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_830,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_831,0,11,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_832,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_833,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_834,0,9,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_835,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_836,0,9,22,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_837,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_838,0,9,21,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_839,0,11,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_840,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_841,0,11,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_842,0,10,39,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_843,0,10,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_844,0,9,20,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_845,0,10,22,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_846,0,10,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_847,0,11,45,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_848,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_849,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_850,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_851,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_852,0,11,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_853,0,11,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_854,0,9,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_855,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_856,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_857,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_858,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_859,0,10,39,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_860,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_861,0,11,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_862,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_863,0,9,45,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_864,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_865,0,10,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_866,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
